"identifikaator";"tegevusvaldkond";"tyyp";"ministeerium";"allasutus";"makse";"link";"variable";"value";"kanal";"naitaja"
"VTA-025";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laeva_nime_kooskolastamise_teenusstandard.pdf";"Post.ajakulu";0;"Post";"ajakulu"
"KA-001";"Transport";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/?id=16544";"Post.ajakulu";0;"Post";"ajakulu"
"KA-002";"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/index.php?id=27112";"Post.ajakulu";0;"Post";"ajakulu"
"KA-003";"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/index.php?id=27124";"Post.ajakulu";0;"Post";"ajakulu"
"KA-004";"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/index.php?id=27125";"Post.ajakulu";0;"Post";"ajakulu"
"KA-005";"Side ja meedia";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Riigilõiv, riigimaks (tollimaks)";"http://www.konkurentsiamet.ee/index.php?id=11084";"Post.ajakulu";0;"Post";"ajakulu"
"LA-008";"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"LA-010";"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"LA-011";"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Riigilõiv, riigimaks (tollimaks)";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"LA-012";"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"LA-013";"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"LA-014";"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Riigilõiv, riigimaks (tollimaks)";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"LA-015";"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Riigilõiv, riigimaks (tollimaks)";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"LA-016";"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Riigilõiv, riigimaks (tollimaks)";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"LA-017";"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Riigilõiv, riigimaks (tollimaks)";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"LA-019";"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"LA-020";"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"LA-022";"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"MKM-032";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"MKM-033";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"MKM-034";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"MKM-035";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"MKM-036";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"MKM-037";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"MKM-038";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"MKM-039";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"MKM-040";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"MKM-041";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"RA-011";"Arhiivindus";"Konsultatsioon";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"http://www.ra.ee/et/noustamine/";"Post.ajakulu";NA;"Post";"ajakulu"
"RA-013";"Arhiivindus";"Kinnitus / tõend";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"http://www.ra.ee/et/hindamine/";"Post.ajakulu";NA;"Post";"ajakulu"
"RA-014";"Arhiivindus";"Dokumentide üleandmine";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"http://www.ra.ee/et/kogumine/";"Post.ajakulu";NA;"Post";"ajakulu"
"RA-015";"Arhiivindus";"Kinnitus / tõend";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"http://www.ra.ee/et/hindamine/";"Post.ajakulu";NA;"Post";"ajakulu"
"TJA-025";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/kohustuslik-dokumentatsioon-3/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"TJA-026";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/kohustuslik-dokumentatsioon-3/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"TJA-027";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/kohustuslik-dokumentatsioon-3/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"TJA-031";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"https://www.riigiteataja.ee/akt/112072014101";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"TJA-032";"Ohutus";"Kinnitus / tõend";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"TJA-033";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"TJA-034";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/poordu-ameti-poole";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"TJA-038";"Töökeskkond ja personal";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/onnetused-ja-haireteated/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"TJA-075";"Transport";"Kinnitus / tõend";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/public/documents/TJA/Infomaterjalid/TJA_Raudteerajatised_WEB.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-005";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevapereta_prahitud_laevade_registri_muudatus_ja_kustutamine.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-007";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-008";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-009";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-011";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-012";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-013";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-014";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-015";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-018";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-020";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-021";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-022";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-023";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/ajutise_liputunnistuse_valjastamine.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-024";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/riigiloivud/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-025";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laeva_nime_kooskolastamise_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-026";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vaiksema_kui_50_laevajuhi_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-027";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/ohutusalase_turva_tuletorje_ja_tankeri_tunnistuse_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-028";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/elektrimehaaniku_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-029";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vaiksema_kui_3000_ning_suurema_teise_mehaaniku_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-030";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vaiksema_3000_ja_suurema_3000_vanemtuurimehe_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-031";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Teenustasu";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vanemmehaanik_kuni_750kW_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-032";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vaiksema_kui_500_vahituurimehe_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-033";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vaiksema_kui_500_kapteni_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-034";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vaiksema_kui_200_vahituurimehe_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-035";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/raadioside_operaatori_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-036";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/paastevahendite_vanema_jne_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-037";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/motoristi_elektriku_ja_masinisti_tunnistuse_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-038";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/madruse_vahimadruse_jne_tunnistuste_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-039";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/lootsi_ja_lootsitasoidu_eksami_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-040";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevakoka_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-041";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vanemmehaaniku_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-042";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vahituurimehe_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-043";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/raadioelektrooniku_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-044";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vahimehaaniku_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-045";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/kapteni_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-046";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/kapteni_teenusstandard.pdf";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"VTA-047";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/navigatsioonimarkide-andmekogu/";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"LA-006";"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Letiteenus.osutamistearv";0;"Letiteenus";"osutamistearv"
"RA-003";"Arhiivindus";"Tellimine";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"http://www.ra.ee/vau/index.php/et/page/article/index?menuId=11";"Letiteenus.osutamistearv";NA;"Letiteenus";"osutamistearv"
"RA-004";"Arhiivindus";"Tellimine";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"http://www.ra.ee/vau/index.php/et/page/article/index?menuId=12";"Letiteenus.osutamistearv";NA;"Letiteenus";"osutamistearv"
"RA-005";"Arhiivindus";"Tellimine";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"http://www.ra.ee/vau/index.php/et/page/article/index?menuId=10";"Letiteenus.osutamistearv";NA;"Letiteenus";"osutamistearv"
"RA-006";"Arhiivindus";"Tellimine";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"http://www.ra.ee/vau/index.php/et/page/article/index?menuId=10";"Letiteenus.osutamistearv";NA;"Letiteenus";"osutamistearv"
"RA-007";"Arhiivindus";"Kinnitus / tõend";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Riigilõiv, riigimaks (tollimaks)";"http://www.ra.ee/vau/index.php/et/page/article/index?menuId=9";"Letiteenus.osutamistearv";NA;"Letiteenus";"osutamistearv"
"RA-008";"Arhiivindus";"Kinnitus / tõend";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"http://www.ra.ee/vau/index.php/et/page/article/index?menuId=9";"Letiteenus.osutamistearv";NA;"Letiteenus";"osutamistearv"
