"nimetus";"allasutus";"link";"variable";"value";"kanal";"naitaja"
"Lennundustehnika taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.ajakulu";0;"Epost";"ajakulu"
"Aeronavigatsiooniteenuse osutaja sertifikaadi taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.ajakulu";0;"Epost";"ajakulu"
"Lennujuhtimis- ja raadionavigatsiooniseadmete sertifitseermise taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.ajakulu";0;"Epost";"ajakulu"
"Lennuvälja või kopteriväljaku sertifikaadi taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.ajakulu";0;"Epost";"ajakulu"
"Kõrgehitiste ja rajatiste kooskõlastamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.ajakulu";0;"Epost";"ajakulu"
"Funktsionaalsetesse süsteemidesse tehtavatest muudatustest teatamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.ajakulu";0;"Epost";"ajakulu"
"Lennuettevõtja sertifikaadi taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.ajakulu";0;"Epost";"ajakulu"
"Majandustegevusteade alkohoolse joogi jaemüügiks";"Majandus- ja Kommunikatsiooniministeerium";"mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Majandustegevusteade alkohoolse joogi hulgimüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Majandustegevusteade tubakatoote jaemüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Majandustegevusteade tubakatoote hulgimüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Majandustegevusteade kahjuritõrjega tegelemiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Majandustegevusteade ehitamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Majandustegevusteade sideteenuse osutamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Majandustegevusteade kaubandusliku loterii korraldamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Majandustegevusteade tulekustuti hooldamiseks ja tuletõrje voolikusüsteemi kontrollimiseks ja hooldamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Majandustegevusteade reisiettevõtjana tegutsemisks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Majandustegevusteade renditööjõu vahendamiseks ja tööjõu pakkumiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Haridussilm.ee - haridus- ja teadusstatistika avaldamine";"Haridus- ja Teadusministeerium";"hm@hm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Koolieelsete lasteasutuste tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"elen.ruus@hm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Üldhariduskooli tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"elen.ruus@hm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Täiskasvanute koolitusasutuste tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"elen.ruus@hm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Huvikoolidele tegevus- või koolitusloa andmine";"Haridus- ja Teadusministeerium";"elen.ruus@hm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Asutuste dokumendi- ja arhiivihaldusealane nõustamine";"Rahvusarhiiv";"http://www.ra.ee/et/noustamine/";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Avalike asutuste liigitusskeemide kooskõlastamine";"Rahvusarhiiv";"http://www.ra.ee/et/arhivaalide-uleandmise-toimingud/";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Avalike asutuste dokumentide hindamine (arhiiviväärtusliku ainese väljaselgitamine)";"Rahvusarhiiv";"http://www.ra.ee/et/hindamine/";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Eraõiguslike isikute dokumentide hindamine";"Rahvusarhiiv";"http://www.ra.ee/et/hindamine/";"Epost.ajakulu";NA;"Epost";"ajakulu"
"FOKA registris hooldustöötajate registreerimine";"Keskkonnaamet";"http://www.keskkonnaamet.ee/public/Teenusstandardid_2014/49._Hooldustoode_teostajate_registreerimine_FOKA.pdf";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Ohtlike jäätmete käitluslitsentsi väljastamine";"Keskkonnaamet";"http://www.keskkonnaamet.ee/public/Teenusstandardid_2014/1._Ohtlike_jaatmete_kaitluslitsentsi_taotlemise_teenusstandard.pdf";"Epost.ajakulu";NA;"Epost";"ajakulu"
"Paigalidse või seadmega toimunud õnnetusest teavitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/onnetused-ja-haireteated/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Tehnilise Järelevalve Ameti klientide küsimustele vastamine, dokumentide vastuvõtmine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Laevapereta prahitud laevade registri kande muudatuse tegemine ja registrist kustutamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevapereta_prahitud_laevade_registri_muudatus_ja_kustutamine.pdf";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Reederi ja laeva meresõiduohutusalane auditeerimine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Laeva turvaülevaatus";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Laevapere liikme töö- ja elamistingimuste ülevaatus";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Tegevusloa taotluse läbivaatamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Lootsi kvalifikatsioonieksami ja lootsitasõidu eksami vastuvõtmine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
" Laevale, lootsile ja laevaliikluse korraldamise süsteemi operaatorile tunnistuste väljastamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
" Laeva tehnilise dokumentatsiooni läbivaatamine ja kooskõlastamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
" Laevale tunnistuste ja tõendite väljastamise aluseks oleva dokumentatsiooni läbivaatamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Laevapere liikme kutseeksami vastuvõtmine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Laevapere liikmetele diplomite ja tunnistuste väljastamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Väikelaeva raadiosideoperaatori tunnistuse väljastamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Sadamarajatise turvatunnistuse väljastamine ja tunnistusele märke tegemine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Sadamakapteni ning sadama ja sadamarajatise turvaülema atesteerimine";"Veeteede Amet";"http://www.vta.ee/riigiloivud/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Turvaettevõtja tunnustamise taotluse läbivaatamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Sadama sadamaregistrisse kandmine ja sadamaregistri kande muutmine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Vastutuskindlustuse ja muu rahalise tagatise tõendi taotluse läbivaatamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Laeva kandmine laevapereta prahitud laevade registrisse koos ajutise liputunnistuse väljastamisega";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/ajutise_liputunnistuse_valjastamine.pdf";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Laevaregistri dokumendi ärakirja väljastamine ";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Laeva nime kooskõlastamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laeva_nime_kooskolastamise_teenusstandard.pdf";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Nõustamine ja vastuvõtt Lennuametis";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"Asutuste dokumendi- ja arhiivihaldusealane nõustamine";"Rahvusarhiiv";"http://www.ra.ee/et/noustamine/";"Telefon.osutamistearv";NA;"Telefon";"osutamistearv"
"Paigalidse või seadmega toimunud õnnetusest teavitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/onnetused-ja-haireteated/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Tehnilise Järelevalve Ameti klientide küsimustele vastamine, dokumentide vastuvõtmine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Laevapereta prahitud laevade registri kande muudatuse tegemine ja registrist kustutamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevapereta_prahitud_laevade_registri_muudatus_ja_kustutamine.pdf";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Reederi ja laeva meresõiduohutusalane auditeerimine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Laeva turvaülevaatus";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Laevapere liikme töö- ja elamistingimuste ülevaatus";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Tegevusloa taotluse läbivaatamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Lootsi kvalifikatsioonieksami ja lootsitasõidu eksami vastuvõtmine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
" Laevale, lootsile ja laevaliikluse korraldamise süsteemi operaatorile tunnistuste väljastamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
" Laeva tehnilise dokumentatsiooni läbivaatamine ja kooskõlastamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
" Laevale tunnistuste ja tõendite väljastamise aluseks oleva dokumentatsiooni läbivaatamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Laevapere liikme kutseeksami vastuvõtmine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Laevapere liikmetele diplomite ja tunnistuste väljastamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Väikelaeva raadiosideoperaatori tunnistuse väljastamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Sadamarajatise turvatunnistuse väljastamine ja tunnistusele märke tegemine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Sadamakapteni ning sadama ja sadamarajatise turvaülema atesteerimine";"Veeteede Amet";"http://www.vta.ee/riigiloivud/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Turvaettevõtja tunnustamise taotluse läbivaatamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Sadama sadamaregistrisse kandmine ja sadamaregistri kande muutmine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Vastutuskindlustuse ja muu rahalise tagatise tõendi taotluse läbivaatamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Laeva kandmine laevapereta prahitud laevade registrisse koos ajutise liputunnistuse väljastamisega";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/ajutise_liputunnistuse_valjastamine.pdf";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Laevaregistri dokumendi ärakirja väljastamine ";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Laeva nime kooskõlastamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laeva_nime_kooskolastamise_teenusstandard.pdf";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Nõustamine ja vastuvõtt Lennuametis";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"Asutuste dokumendi- ja arhiivihaldusealane nõustamine";"Rahvusarhiiv";"http://www.ra.ee/et/noustamine/";"Telefon.rahulolu";NA;"Telefon";"rahulolu"
"Paigalidse või seadmega toimunud õnnetusest teavitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/onnetused-ja-haireteated/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Tehnilise Järelevalve Ameti klientide küsimustele vastamine, dokumentide vastuvõtmine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Laevapereta prahitud laevade registri kande muudatuse tegemine ja registrist kustutamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevapereta_prahitud_laevade_registri_muudatus_ja_kustutamine.pdf";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Reederi ja laeva meresõiduohutusalane auditeerimine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Laeva turvaülevaatus";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Laevapere liikme töö- ja elamistingimuste ülevaatus";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Tegevusloa taotluse läbivaatamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Lootsi kvalifikatsioonieksami ja lootsitasõidu eksami vastuvõtmine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
" Laevale, lootsile ja laevaliikluse korraldamise süsteemi operaatorile tunnistuste väljastamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
" Laeva tehnilise dokumentatsiooni läbivaatamine ja kooskõlastamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
" Laevale tunnistuste ja tõendite väljastamise aluseks oleva dokumentatsiooni läbivaatamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Laevapere liikme kutseeksami vastuvõtmine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Laevapere liikmetele diplomite ja tunnistuste väljastamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Väikelaeva raadiosideoperaatori tunnistuse väljastamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Sadamarajatise turvatunnistuse väljastamine ja tunnistusele märke tegemine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Sadamakapteni ning sadama ja sadamarajatise turvaülema atesteerimine";"Veeteede Amet";"http://www.vta.ee/riigiloivud/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Turvaettevõtja tunnustamise taotluse läbivaatamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Sadama sadamaregistrisse kandmine ja sadamaregistri kande muutmine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Vastutuskindlustuse ja muu rahalise tagatise tõendi taotluse läbivaatamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Laeva kandmine laevapereta prahitud laevade registrisse koos ajutise liputunnistuse väljastamisega";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/ajutise_liputunnistuse_valjastamine.pdf";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Laevaregistri dokumendi ärakirja väljastamine ";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Laeva nime kooskõlastamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laeva_nime_kooskolastamise_teenusstandard.pdf";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Nõustamine ja vastuvõtt Lennuametis";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"Asutuste dokumendi- ja arhiivihaldusealane nõustamine";"Rahvusarhiiv";"http://www.ra.ee/et/noustamine/";"Telefon.halduskulu";NA;"Telefon";"halduskulu"
"Paigalidse või seadmega toimunud õnnetusest teavitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/onnetused-ja-haireteated/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Tehnilise Järelevalve Ameti klientide küsimustele vastamine, dokumentide vastuvõtmine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Laevapereta prahitud laevade registri kande muudatuse tegemine ja registrist kustutamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevapereta_prahitud_laevade_registri_muudatus_ja_kustutamine.pdf";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Reederi ja laeva meresõiduohutusalane auditeerimine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Laeva turvaülevaatus";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Laevapere liikme töö- ja elamistingimuste ülevaatus";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Tegevusloa taotluse läbivaatamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Lootsi kvalifikatsioonieksami ja lootsitasõidu eksami vastuvõtmine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
" Laevale, lootsile ja laevaliikluse korraldamise süsteemi operaatorile tunnistuste väljastamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
" Laeva tehnilise dokumentatsiooni läbivaatamine ja kooskõlastamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
" Laevale tunnistuste ja tõendite väljastamise aluseks oleva dokumentatsiooni läbivaatamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Laevapere liikme kutseeksami vastuvõtmine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Laevapere liikmetele diplomite ja tunnistuste väljastamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Väikelaeva raadiosideoperaatori tunnistuse väljastamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Sadamarajatise turvatunnistuse väljastamine ja tunnistusele märke tegemine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Sadamakapteni ning sadama ja sadamarajatise turvaülema atesteerimine";"Veeteede Amet";"http://www.vta.ee/riigiloivud/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Turvaettevõtja tunnustamise taotluse läbivaatamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Sadama sadamaregistrisse kandmine ja sadamaregistri kande muutmine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Vastutuskindlustuse ja muu rahalise tagatise tõendi taotluse läbivaatamine";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Laeva kandmine laevapereta prahitud laevade registrisse koos ajutise liputunnistuse väljastamisega";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/ajutise_liputunnistuse_valjastamine.pdf";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Laevaregistri dokumendi ärakirja väljastamine ";"Veeteede Amet";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Laeva nime kooskõlastamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laeva_nime_kooskolastamise_teenusstandard.pdf";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Nõustamine ja vastuvõtt Lennuametis";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Telefon.ajakulu";0;"Telefon";"ajakulu"
"Asutuste dokumendi- ja arhiivihaldusealane nõustamine";"Rahvusarhiiv";"http://www.ra.ee/et/noustamine/";"Telefon.ajakulu";NA;"Telefon";"ajakulu"
"Paigalidse või seadmega toimunud õnnetusest teavitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/onnetused-ja-haireteated/";"Post.osutamistearv";0;"Post";"osutamistearv"
"Numbriloa väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/numbriluba/";"Post.osutamistearv";0;"Post";"osutamistearv"
"Numbriloa pikendamine / ennistamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/numbriluba/";"Post.osutamistearv";0;"Post";"osutamistearv"
"Numbriloa muutmine";"Tehnilise Järelevalve Amet";"https://www.riigiteataja.ee/akt/130122014007";"Post.osutamistearv";0;"Post";"osutamistearv"
"Laevapereta prahitud laevade registri kande muudatuse tegemine ja registrist kustutamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevapereta_prahitud_laevade_registri_muudatus_ja_kustutamine.pdf";"Post.osutamistearv";0;"Post";"osutamistearv"
"Laeva kandmine laevapereta prahitud laevade registrisse koos ajutise liputunnistuse väljastamisega";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/ajutise_liputunnistuse_valjastamine.pdf";"Post.osutamistearv";0;"Post";"osutamistearv"
"Laeva nime kooskõlastamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laeva_nime_kooskolastamise_teenusstandard.pdf";"Post.osutamistearv";0;"Post";"osutamistearv"
"Raudteeseaduse tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/?id=16544";"Post.osutamistearv";0;"Post";"osutamistearv"
"Elektrituruseaduse tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27112";"Post.osutamistearv";0;"Post";"osutamistearv"
"Gaasiettevõtja tegevusloa taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27124";"Post.osutamistearv";0;"Post";"osutamistearv"
"Soojusettevõtja tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27125";"Post.osutamistearv";0;"Post";"osutamistearv"
"Postiteenuse tegevusloa taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=11084";"Post.osutamistearv";0;"Post";"osutamistearv"
"Lennumeeskonna liikmete lubade taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.osutamistearv";0;"Post";"osutamistearv"
"Kontrollpiloodi tunnistuste ja lubade taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.osutamistearv";0;"Post";"osutamistearv"
"Lennujuhi loa taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.osutamistearv";0;"Post";"osutamistearv"
"Tervisekontrolli taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.osutamistearv";0;"Post";"osutamistearv"
